age,daily_rate,distance_from_home,education,employee_number,environment_satisfaction,hourly_rate,job_involvement,job_level,job_satisfaction,monthly_rate,num_companies_worked,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_with_curr_manager,business_travel_non-_travel,business_travel_travel_frequently,business_travel_travel_rarely,department_human _resources,department_research & _development,department_sales,education_field_human _resources,education_field_life _sciences,education_field_marketing,education_field_medical,education_field_other,education_field_technical _degree,gender_female,gender_male,job_role_healthcare _representative,job_role_human _resources,job_role_laboratory _technician,job_role_manager,job_role_manufacturing _director,job_role_research _director,job_role_research _scientist,job_role_sales _executive,job_role_sales _representative,marital_status_divorced,marital_status_married,marital_status_single,over_time_no,over_time_yes,attrition,rate_avg
36,1266,10,4,1880,2,63,2,2,3,6060,1,13,3,1,1,10,4,3,10,9,7,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,2463.0
31,311,20,3,1881,2,89,3,2,3,18624,1,11,3,1,1,10,2,3,10,8,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,6341.33
34,1480,4,3,1882,3,64,3,3,4,24444,2,13,3,4,3,9,3,3,5,3,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,8662.67
29,592,7,3,1883,4,59,3,1,1,19384,3,14,3,2,0,11,2,3,3,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,6678.33
37,783,7,4,1885,4,78,3,2,1,13588,5,22,4,3,1,16,2,3,5,3,4,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,4816.33
35,219,16,2,1886,4,44,2,2,2,25388,0,11,3,4,0,4,2,3,3,2,2,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,8550.33
45,556,25,2,1888,2,93,2,2,4,23888,0,13,3,4,2,10,2,2,9,8,8,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,8179.0
36,1213,2,1,1890,2,94,2,2,4,4223,1,21,4,4,0,10,2,2,10,1,8,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1843.33
40,1137,1,4,1892,1,98,3,4,1,18991,2,11,3,1,1,22,3,3,19,7,16,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,6742.0
26,482,1,2,1893,2,90,2,1,3,14908,1,13,3,3,1,1,3,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,5160.0
27,511,2,2,1898,1,89,4,2,3,26997,0,14,3,2,0,9,5,2,8,7,7,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,9199.0
48,117,22,3,1900,4,58,3,4,4,2437,3,11,3,2,1,24,3,3,22,17,7,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,870.67
44,170,1,4,1903,2,78,4,2,1,9364,2,15,3,4,1,10,5,3,2,0,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3204.0
34,967,16,4,1905,4,85,1,1,1,14460,1,23,4,2,1,5,2,3,5,2,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,5170.67
56,1162,24,2,1907,1,97,3,1,4,10261,1,16,3,4,0,5,3,3,4,2,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,3840.0
36,335,17,2,1908,3,33,2,2,2,16822,2,16,3,3,2,12,1,1,4,2,3,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5730.0
41,337,8,3,1909,3,54,3,2,2,26841,5,21,4,3,1,14,3,3,5,4,4,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,9077.33
42,1396,6,3,1911,3,83,3,3,1,14842,9,13,3,2,1,18,3,4,13,7,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,5440.33
31,1079,10,2,1912,3,86,3,2,4,20115,2,11,3,4,1,8,2,3,5,2,4,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,7093.33
34,735,3,1,1915,4,75,2,2,4,16495,3,12,3,3,0,9,3,2,4,2,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,5768.33
31,471,4,3,1916,1,62,4,1,3,16031,8,12,3,2,1,4,0,2,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,5521.33
26,1096,6,3,1918,3,61,4,1,4,7102,0,18,3,1,1,8,3,3,7,7,7,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,2753.0
45,1297,1,4,1922,2,44,3,2,3,14511,4,12,3,3,0,12,3,3,4,2,3,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5284.0
33,217,10,4,1924,2,43,3,2,3,10410,1,14,3,2,0,10,2,2,10,4,9,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,3556.67
28,783,1,2,1927,3,42,2,2,4,19255,1,12,3,3,1,7,2,3,7,7,7,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,6693.33
29,746,24,3,1928,3,45,4,1,1,10642,1,17,3,4,0,1,3,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,3811.0
39,1251,21,4,1929,1,32,1,2,3,3987,6,19,3,3,1,10,1,3,3,2,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1756.67
27,1354,2,4,1931,2,41,3,1,2,6073,1,11,3,3,1,6,3,2,5,3,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2489.33
34,735,22,4,1932,3,86,2,2,4,26496,1,15,3,2,0,16,3,3,15,10,11,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,9105.67
28,1475,13,2,1933,4,84,3,2,3,23352,3,11,3,4,0,6,0,3,2,0,2,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,8303.67
47,1169,14,4,1934,3,64,3,2,2,2125,8,18,3,3,1,16,4,4,8,7,7,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1119.33
56,1443,11,5,1935,4,89,2,2,1,20328,4,16,3,3,1,6,3,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7286.67
39,867,9,2,1936,1,87,3,2,1,12315,1,25,4,4,1,10,3,3,10,0,9,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4423.0
38,1394,8,3,1937,4,58,2,2,2,18115,1,16,3,3,1,20,3,3,20,11,7,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,6522.33
58,605,21,3,1938,4,72,3,4,4,11761,4,13,3,3,1,29,2,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,4146.0
32,238,5,2,1939,1,47,4,1,3,15318,3,14,3,1,0,8,2,3,4,1,3,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,5201.0
38,1206,9,2,1940,2,71,3,1,4,14293,2,19,3,4,2,10,0,4,5,2,3,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,5190.0
49,1064,2,1,1941,2,42,3,5,4,13738,3,15,3,4,0,28,3,3,5,4,3,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,4948.0
42,419,12,4,1943,2,77,3,2,4,2900,3,12,3,3,2,14,4,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1132.0
27,1337,22,3,1944,1,58,2,1,2,19555,1,12,3,1,0,1,2,3,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,6983.33
35,682,18,4,1945,2,71,3,2,1,15975,0,16,3,4,1,6,2,1,5,3,4,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5576.0
28,1103,16,3,1947,3,49,3,1,3,2122,1,14,3,3,0,5,3,2,5,3,4,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1091.33
31,976,3,2,1948,3,48,3,1,1,3995,1,13,3,4,1,4,3,4,4,2,3,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1673.0
36,1351,9,4,1949,1,66,4,1,2,9238,1,22,4,2,0,5,3,3,5,4,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,3551.67
34,937,1,3,1950,1,32,3,3,4,6770,1,21,4,1,0,14,3,2,14,8,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2579.67
34,1239,13,4,1951,4,39,3,3,3,22914,1,18,3,3,1,9,2,2,8,7,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,8064.0
26,157,1,3,1952,3,95,3,1,1,20006,0,13,3,4,0,8,6,2,7,7,6,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,6752.67
29,136,1,3,1954,1,89,3,2,1,6225,0,12,3,1,1,6,5,2,5,3,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2150.0
32,1146,15,4,1955,3,34,3,2,4,16542,5,18,3,2,1,9,6,3,5,1,2,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5907.33
31,1125,1,3,1956,4,48,1,2,1,5771,1,21,4,2,0,10,6,3,10,8,7,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,2314.67
28,1404,17,3,1960,3,32,2,1,4,18779,5,12,3,1,1,6,2,2,4,1,3,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,6738.33
38,1404,1,3,1961,1,59,2,1,1,11473,4,14,3,1,0,20,3,2,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,4312.0
35,1224,7,4,1962,3,55,3,2,4,13586,1,11,3,4,0,10,2,3,10,8,9,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,4955.0
27,954,9,3,1965,4,44,3,2,4,5099,1,14,3,1,0,7,5,3,7,7,7,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,2032.33
32,1373,5,4,1966,4,56,2,2,4,10138,8,24,4,2,0,8,1,3,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,3855.67
31,754,26,4,1967,1,63,3,2,4,21075,1,11,3,3,0,10,4,3,10,7,8,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,7297.33
53,1168,24,4,1968,1,66,3,3,1,5843,6,13,3,2,0,15,2,2,2,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,2359.0
54,155,9,2,1969,1,67,3,2,3,22474,3,11,3,3,2,9,6,2,4,3,3,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,7565.33
33,1303,7,2,1970,4,36,3,2,3,18079,1,20,4,3,3,9,2,3,9,7,8,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,6472.67
43,574,11,3,1971,1,30,3,3,3,16873,1,17,3,2,1,10,1,3,10,9,9,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,5825.67
38,1444,1,4,1972,4,88,3,1,2,5224,0,11,3,2,1,7,2,3,6,2,2,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2252.0
55,189,26,4,1973,3,71,4,5,2,25811,4,18,3,1,1,35,0,3,10,9,4,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,8690.33
31,1276,2,1,1974,4,59,1,1,4,17536,1,11,3,3,3,1,4,3,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,6290.33
39,119,15,4,1975,2,77,3,4,1,25098,0,12,3,1,0,21,3,3,20,8,10,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,8431.33
42,335,23,2,1976,4,37,2,2,3,14811,1,12,3,4,0,20,2,3,20,9,7,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,5061.0
31,697,10,3,1979,3,40,3,3,3,26862,4,20,4,3,1,13,2,4,11,7,8,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,9199.67
54,157,10,3,1980,3,77,3,2,1,25198,6,19,3,4,0,9,3,3,5,2,4,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,8477.33
24,771,1,2,1981,2,45,2,2,3,14120,1,12,3,2,0,4,2,2,4,3,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4978.67
23,571,12,2,1982,4,78,3,1,4,13672,1,13,3,3,0,5,6,4,5,2,4,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,4773.67
40,692,11,3,1985,4,73,3,2,3,26849,1,11,3,1,1,10,2,4,10,9,4,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,9204.67
40,444,2,2,1986,2,92,3,2,2,4258,3,14,3,3,1,15,4,3,11,8,10,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1598.0
25,309,2,3,1987,3,82,3,1,2,19655,4,14,3,3,0,6,3,3,2,0,2,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,6682.0
30,911,1,2,1989,4,76,3,1,2,4077,1,13,3,3,0,12,6,2,12,8,7,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1688.0
25,977,2,1,1992,4,57,3,1,3,7298,6,19,3,3,1,7,2,2,2,2,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,2777.33
47,1180,25,3,1993,1,84,3,3,3,13084,2,23,4,2,0,25,3,3,17,14,11,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4782.67
33,1313,1,2,1994,2,59,2,1,3,20439,1,12,3,3,3,1,2,2,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,7270.33
38,1321,1,4,1995,4,86,3,2,2,7636,0,15,3,1,2,16,3,3,15,13,8,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3014.33
31,1154,2,2,1996,1,54,3,1,3,6393,0,19,3,3,1,3,1,3,2,2,2,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2533.67
38,508,6,4,1997,1,72,2,2,3,14284,2,11,3,4,1,10,1,3,8,3,7,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,4954.67
42,557,18,4,1998,4,35,3,2,1,11189,6,17,3,3,1,9,3,2,4,3,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,3927.0
41,642,1,3,1999,4,76,3,1,4,21412,3,22,4,1,1,12,3,3,5,3,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,7376.67
47,1162,1,1,2000,3,98,3,3,2,17231,0,18,3,1,2,14,3,1,13,8,12,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,6163.67
35,1490,11,4,2003,4,43,3,1,3,20232,7,11,3,3,1,5,3,3,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,7255.0
22,581,1,2,2007,4,63,3,1,3,17624,0,12,3,4,0,4,2,4,3,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,6089.33
35,1395,9,4,2008,2,48,3,2,3,18698,1,19,3,2,0,10,5,3,10,7,8,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,6713.67
33,501,15,2,2009,2,95,3,2,4,21653,0,13,3,1,1,10,6,3,9,7,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,7416.33
32,267,29,4,2010,3,49,2,1,2,15919,1,13,3,3,0,6,3,3,6,2,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,5411.67
40,543,1,4,2012,1,83,3,1,4,4060,8,19,3,3,2,8,3,2,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1562.0
32,234,1,4,2013,2,68,2,1,2,18024,0,14,3,2,1,3,2,3,2,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,6108.67
39,116,24,1,2014,1,52,3,2,4,5340,7,13,3,1,0,18,2,3,7,7,7,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1836.0
38,201,10,3,2015,2,99,1,3,3,3376,3,12,3,1,1,20,3,3,18,16,11,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1225.33
32,801,1,4,2016,3,48,3,3,4,24032,1,19,3,3,2,14,3,3,14,10,7,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,8293.67
37,161,10,3,2017,3,42,4,3,4,15471,1,25,4,1,1,16,2,3,16,11,8,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,5224.67
25,1382,8,2,2018,1,85,3,2,3,13684,0,22,4,2,1,6,3,2,5,3,4,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,5050.33
52,585,29,4,2019,1,40,3,1,4,19788,2,15,3,2,2,16,3,2,9,8,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,6804.33
44,1037,1,3,2020,2,42,3,1,4,13422,6,12,3,3,0,6,2,3,4,3,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4833.67
21,501,5,1,2021,3,58,3,1,1,25479,1,11,3,4,0,2,6,3,2,2,2,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,8679.33
39,105,9,3,2022,4,87,3,5,4,15302,2,13,3,3,0,21,3,2,6,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,5164.67
23,638,9,3,2023,4,33,3,1,1,26956,1,19,3,1,1,1,3,2,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,9209.0
36,557,3,3,2024,1,94,2,3,4,12695,0,19,3,3,2,10,2,3,9,7,4,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,4448.67
36,688,4,2,2025,4,97,3,2,2,9192,7,13,3,2,3,18,3,3,4,2,2,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,3325.67
56,667,1,4,2026,3,57,3,2,3,26236,1,21,4,1,1,13,2,2,13,12,9,1,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,8986.67
29,1092,1,4,2027,1,36,3,1,4,26124,9,14,3,2,3,4,3,4,2,2,2,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,9084.0
42,300,2,3,2031,1,56,3,5,3,17312,5,11,3,1,0,24,2,2,22,6,14,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,5889.33
56,310,7,2,2032,4,72,3,1,3,3666,8,11,3,4,1,14,4,1,10,9,8,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1349.33
41,582,28,4,2034,1,60,2,4,2,5640,0,23,4,3,1,21,3,3,20,7,10,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,2094.0
34,704,28,3,2035,4,95,2,2,3,8978,1,21,4,4,2,8,2,3,8,7,7,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3259.0
36,301,15,4,2036,4,88,1,2,4,10436,1,24,4,1,1,15,4,2,15,12,11,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,3608.33
41,930,3,3,2037,3,57,2,2,2,12227,2,11,3,3,1,14,5,3,5,4,4,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,4404.67
32,529,2,3,2038,4,78,3,1,1,11288,1,14,3,4,0,4,4,3,4,2,2,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3965.0
35,1146,26,4,2040,3,31,3,3,4,16642,1,16,3,3,0,9,2,3,9,0,7,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,5939.67
38,345,10,2,2041,1,100,3,2,4,5982,1,11,3,3,1,10,1,3,10,7,9,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,2142.33
50,878,1,4,2044,2,94,3,2,3,14255,7,12,3,4,2,12,3,3,6,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,5075.67
36,1120,11,4,2045,2,100,2,2,4,14369,4,13,3,1,1,8,2,2,6,3,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,5196.33
45,374,20,3,2046,4,50,3,2,3,23333,8,15,3,3,0,8,3,3,5,3,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,7919.0
40,1322,2,4,2048,3,52,2,1,3,2725,2,14,3,4,0,8,2,3,2,2,2,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1366.33
35,1199,18,4,2049,3,80,3,2,3,24594,1,14,3,4,2,10,2,4,10,2,2,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,8624.33
40,1194,2,4,2051,3,98,3,1,3,12549,2,14,3,2,3,20,2,3,5,3,2,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,4613.67
35,287,1,4,2052,3,62,1,1,4,8952,1,12,3,4,1,4,5,3,4,3,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,3100.33
29,1378,13,2,2053,4,46,2,2,2,23679,4,13,3,1,1,10,2,3,4,3,3,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,8367.67
29,468,28,4,2054,4,73,2,1,1,8489,1,14,3,2,0,5,3,1,5,4,4,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,3010.0
50,410,28,3,2055,4,39,2,3,1,16586,4,13,3,2,1,20,3,3,3,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,5678.33
39,722,24,1,2056,2,60,2,4,4,8828,0,11,3,1,1,21,2,2,20,9,6,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,3203.33
31,325,5,3,2057,2,74,3,2,1,3787,0,19,3,2,0,10,2,3,9,4,7,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1395.33
