,age,attrition,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_with_curr_manager,rate_avg
729,35,No,Travel_Rarely,583,Research & Development,25,4,Medical,1014,3,Female,57,3,3,Healthcare Representative,3,Divorced,6975,1,Yes,11,3,3,1,16,3,2,16,10,1,2538.3333333333335
730,30,No,Travel_Rarely,153,Research & Development,8,2,Life Sciences,1015,2,Female,73,4,3,Research Director,1,Married,17802,0,Yes,12,3,3,3,9,4,2,8,7,7,6009.333333333333
731,20,Yes,Travel_Rarely,1097,Research & Development,11,3,Medical,1016,4,Female,98,2,1,Research Scientist,1,Single,18275,1,Yes,15,3,1,0,1,2,3,1,0,0,6490.0
732,30,Yes,Travel_Frequently,109,Research & Development,5,3,Medical,1017,2,Female,60,3,1,Laboratory Technician,2,Single,25725,0,No,17,3,1,0,4,3,3,3,2,2,8631.333333333334
733,26,No,Travel_Rarely,1066,Research & Development,2,2,Medical,1018,4,Male,32,4,2,Manufacturing Director,4,Married,3334,1,No,12,3,2,0,8,2,3,8,7,3,1477.3333333333333
734,22,No,Travel_Rarely,217,Research & Development,8,1,Life Sciences,1019,2,Male,94,1,1,Laboratory Technician,1,Married,6881,1,No,15,3,1,1,4,3,2,4,3,1,2397.3333333333335
735,48,No,Travel_Rarely,277,Research & Development,6,3,Life Sciences,1022,1,Male,97,2,2,Healthcare Representative,3,Single,13119,2,No,13,3,4,0,19,0,3,2,2,2,4497.666666666667
736,48,No,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,1024,3,Male,78,2,3,Healthcare Representative,3,Single,22245,7,No,14,3,2,0,27,3,3,15,11,8,7892.666666666667
737,41,No,Travel_Rarely,549,Research & Development,7,2,Medical,1025,4,Female,42,3,2,Manufacturing Director,3,Single,23371,6,No,14,3,2,0,8,6,3,2,2,1,7987.333333333333
738,39,No,Travel_Rarely,466,Research & Development,1,1,Life Sciences,1026,4,Female,65,2,4,Manufacturing Director,4,Married,7060,1,No,16,3,3,1,21,3,3,21,6,8,2530.3333333333335
739,27,No,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1027,1,Female,47,3,2,Manufacturing Director,4,Married,4658,0,No,18,3,2,1,4,2,3,3,2,2,1920.0
740,35,No,Travel_Rarely,802,Research & Development,10,3,Other,1028,2,Male,45,3,1,Laboratory Technician,4,Divorced,9541,1,No,20,4,1,1,3,4,2,3,2,2,3462.6666666666665
741,42,No,Travel_Rarely,265,Sales,5,2,Marketing,1029,4,Male,90,3,5,Manager,3,Married,7770,6,No,13,3,2,0,21,3,4,1,0,0,2708.3333333333335
742,50,No,Travel_Rarely,804,Research & Development,9,3,Life Sciences,1030,1,Male,64,3,1,Laboratory Technician,4,Married,20165,4,No,18,3,2,0,8,5,3,1,0,0,7011.0
743,59,No,Travel_Rarely,715,Research & Development,2,3,Life Sciences,1032,3,Female,69,2,4,Manufacturing Director,4,Single,21829,3,Yes,13,3,1,0,30,4,3,5,3,3,7537.666666666667
744,37,Yes,Travel_Rarely,1141,Research & Development,11,2,Medical,1033,1,Female,61,1,2,Healthcare Representative,2,Married,14382,5,No,15,3,1,0,15,2,1,1,0,0,5194.666666666667
745,55,No,Travel_Frequently,135,Research & Development,18,4,Medical,1034,3,Male,62,3,2,Healthcare Representative,2,Married,12992,3,Yes,14,3,4,2,17,3,3,8,7,7,4396.333333333333
746,41,No,Non-Travel,247,Research & Development,7,1,Life Sciences,1035,2,Female,55,1,5,Research Director,3,Divorced,20284,1,No,22,4,2,2,21,3,3,21,16,10,6862.0
747,38,No,Travel_Rarely,1035,Sales,3,4,Life Sciences,1036,2,Male,42,3,2,Sales Executive,4,Single,4981,8,Yes,12,3,3,0,19,1,3,1,0,0,2019.3333333333333
748,26,Yes,Non-Travel,265,Sales,29,2,Medical,1037,2,Male,79,1,2,Sales Executive,1,Single,21813,8,No,18,3,4,0,7,6,3,2,2,2,7385.666666666667
749,52,Yes,Travel_Rarely,266,Sales,2,1,Marketing,1038,1,Female,57,1,5,Manager,4,Married,25846,1,No,15,3,4,1,33,3,3,32,14,9,8723.0
750,44,No,Travel_Rarely,1448,Sales,28,3,Medical,1039,4,Female,53,4,4,Sales Executive,4,Married,11737,3,Yes,18,3,3,1,23,2,3,12,11,11,4412.666666666667
751,50,No,Non-Travel,145,Sales,1,3,Life Sciences,1040,4,Female,95,3,2,Sales Executive,3,Married,24920,0,No,12,3,1,1,19,3,3,18,7,13,8386.666666666666
752,36,Yes,Travel_Rarely,885,Research & Development,16,4,Life Sciences,1042,3,Female,43,4,1,Laboratory Technician,1,Single,8269,1,No,16,3,3,0,18,1,3,17,13,14,3065.6666666666665
753,39,No,Travel_Frequently,945,Research & Development,22,3,Medical,1043,4,Female,82,3,3,Manufacturing Director,1,Single,5083,1,Yes,13,3,3,0,21,2,3,21,6,8,2036.6666666666667
754,33,No,Non-Travel,1038,Sales,8,1,Life Sciences,1044,2,Female,88,2,1,Sales Representative,4,Single,21437,0,No,19,3,4,0,3,2,2,2,2,2,7521.0
755,45,No,Travel_Rarely,1234,Sales,11,2,Life Sciences,1045,4,Female,90,3,4,Manager,4,Married,5404,3,No,13,3,2,1,26,4,4,9,3,1,2242.6666666666665
756,32,No,Non-Travel,1109,Research & Development,29,4,Medical,1046,4,Female,69,3,1,Laboratory Technician,3,Single,11135,9,No,12,3,2,0,10,2,3,8,7,7,4104.333333333333
757,34,No,Travel_Rarely,216,Sales,1,4,Marketing,1047,2,Male,75,4,2,Sales Executive,4,Divorced,12278,0,No,11,3,4,1,16,2,2,15,1,9,4189.666666666667
758,59,No,Travel_Rarely,1089,Sales,1,2,Technical Degree,1048,2,Male,66,3,3,Manager,4,Married,11038,3,Yes,14,3,3,1,14,1,1,6,4,4,4064.3333333333335
759,45,No,Travel_Rarely,788,Human Resources,24,4,Medical,1049,2,Male,36,3,1,Human Resources,2,Single,8318,1,No,16,3,1,0,6,3,3,6,3,4,3047.3333333333335
760,53,No,Travel_Frequently,124,Sales,2,3,Marketing,1050,3,Female,38,2,3,Sales Executive,2,Married,23537,2,No,12,3,1,1,30,2,3,15,7,12,7899.666666666667
761,36,Yes,Travel_Rarely,660,Research & Development,15,3,Other,1052,1,Male,81,3,2,Laboratory Technician,3,Divorced,7858,7,No,14,3,2,1,9,3,2,1,0,0,2866.3333333333335
762,26,Yes,Travel_Frequently,342,Research & Development,2,3,Life Sciences,1053,1,Male,57,3,1,Research Scientist,1,Married,15346,6,Yes,14,3,2,1,6,2,3,3,2,2,5248.333333333333
763,34,No,Travel_Rarely,1333,Sales,10,4,Life Sciences,1055,3,Female,87,3,1,Sales Representative,3,Married,18410,1,Yes,19,3,4,1,1,2,3,1,1,0,6610.0
764,28,No,Travel_Rarely,1144,Sales,10,1,Medical,1056,4,Male,74,3,1,Sales Representative,2,Married,23384,1,No,22,4,2,0,1,5,3,1,0,0,8200.666666666666
765,38,No,Travel_Frequently,1186,Research & Development,3,4,Other,1060,3,Male,44,3,1,Research Scientist,3,Married,2997,3,No,16,3,1,1,8,2,3,2,2,2,1409.0
766,50,No,Travel_Rarely,1464,Research & Development,2,4,Medical,1061,2,Male,62,3,5,Research Director,3,Married,12853,2,Yes,11,3,4,1,29,2,2,8,1,7,4793.0
767,37,No,Travel_Rarely,124,Research & Development,3,3,Other,1062,4,Female,35,3,2,Healthcare Representative,2,Single,13848,3,No,15,3,1,0,8,3,2,4,3,1,4669.0
768,40,No,Travel_Rarely,300,Sales,26,3,Marketing,1066,3,Male,74,3,2,Sales Executive,1,Married,22217,1,No,14,3,2,1,8,3,2,7,7,5,7530.333333333333
769,26,No,Travel_Frequently,921,Research & Development,1,1,Medical,1068,1,Female,66,2,1,Research Scientist,3,Divorced,25265,1,No,13,3,3,2,5,5,3,5,3,3,8750.666666666666
770,46,No,Travel_Rarely,430,Research & Development,1,4,Medical,1069,4,Male,40,3,5,Research Director,4,Divorced,21445,9,No,17,3,4,2,23,0,3,2,2,2,7305.0
771,54,No,Travel_Rarely,1082,Sales,2,4,Life Sciences,1070,3,Female,41,2,3,Sales Executive,3,Married,8392,6,No,11,3,2,1,13,4,3,9,4,0,3171.6666666666665
772,56,No,Travel_Frequently,1240,Research & Development,9,3,Medical,1071,1,Female,63,3,1,Research Scientist,3,Married,12154,2,No,19,3,2,1,18,4,3,5,4,3,4485.666666666667
773,36,No,Travel_Rarely,796,Research & Development,12,5,Medical,1073,4,Female,51,2,3,Manufacturing Director,4,Single,15669,0,No,11,3,2,0,15,2,2,14,8,8,5505.333333333333
774,55,No,Non-Travel,444,Research & Development,2,1,Medical,1074,3,Male,40,2,4,Manager,1,Single,17323,7,No,15,3,2,0,31,3,4,9,7,2,5935.666666666667
775,43,No,Travel_Rarely,415,Sales,25,3,Medical,1076,3,Male,79,2,3,Sales Executive,4,Divorced,5268,5,No,13,3,3,1,18,5,3,1,0,0,1920.6666666666667
776,20,Yes,Travel_Frequently,769,Sales,9,3,Marketing,1077,4,Female,54,3,1,Sales Representative,4,Single,17205,1,Yes,14,3,2,0,2,3,3,2,2,2,6009.333333333333
777,21,Yes,Travel_Rarely,1334,Research & Development,10,3,Life Sciences,1079,3,Female,36,2,1,Laboratory Technician,1,Single,17258,1,No,13,3,1,0,1,6,2,1,0,0,6209.333333333333
778,46,No,Travel_Rarely,1003,Research & Development,8,4,Life Sciences,1080,4,Female,74,2,2,Research Scientist,1,Divorced,21029,8,Yes,23,4,1,3,19,2,3,16,13,7,7368.666666666667
779,51,Yes,Travel_Rarely,1323,Research & Development,4,4,Life Sciences,1081,1,Male,34,3,1,Research Scientist,3,Married,10332,9,Yes,12,3,3,3,18,2,4,10,0,7,3896.3333333333335
780,28,Yes,Non-Travel,1366,Research & Development,24,2,Technical Degree,1082,2,Male,72,2,3,Healthcare Representative,1,Single,12355,1,No,12,3,1,0,10,2,2,10,7,9,4597.666666666667
781,26,No,Travel_Rarely,192,Research & Development,1,2,Medical,1083,1,Male,59,2,1,Laboratory Technician,1,Married,11141,1,No,16,3,1,2,6,2,3,5,3,3,3797.3333333333335
782,30,No,Travel_Rarely,1176,Research & Development,20,3,Other,1084,3,Male,85,3,2,Manufacturing Director,1,Married,9096,0,No,15,3,3,1,7,1,2,6,2,2,3452.3333333333335
783,41,No,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1085,2,Female,43,4,1,Research Scientist,3,Married,18863,1,No,13,3,3,0,10,3,3,10,6,8,6471.666666666667
784,38,No,Travel_Rarely,330,Research & Development,17,1,Life Sciences,1088,3,Female,65,2,3,Healthcare Representative,3,Married,24608,0,No,18,3,1,1,20,4,2,19,9,9,8334.333333333334
785,40,No,Travel_Rarely,1492,Research & Development,20,4,Technical Degree,1092,1,Male,61,3,3,Healthcare Representative,4,Married,26542,4,No,20,4,4,1,14,6,3,11,10,1,9365.0
786,27,No,Non-Travel,1277,Research & Development,8,5,Life Sciences,1094,1,Male,87,1,1,Laboratory Technician,3,Married,5869,1,No,19,3,4,3,3,4,3,3,2,2,2411.0
787,55,No,Travel_Frequently,1091,Research & Development,2,1,Life Sciences,1096,4,Male,65,3,3,Manufacturing Director,2,Married,15813,3,No,18,3,2,1,23,4,3,3,2,2,5656.333333333333
788,28,No,Travel_Rarely,857,Research & Development,10,3,Other,1097,3,Female,59,3,2,Research Scientist,3,Single,7909,3,No,13,3,4,0,10,4,4,8,7,7,2941.6666666666665
789,44,Yes,Travel_Rarely,1376,Human Resources,1,2,Medical,1098,2,Male,91,2,3,Human Resources,1,Married,2326,9,No,14,3,4,1,24,1,3,20,6,6,1264.3333333333333
790,33,No,Travel_Rarely,654,Research & Development,5,3,Life Sciences,1099,4,Male,34,2,3,Healthcare Representative,4,Divorced,21214,4,No,15,3,3,1,9,2,3,3,2,2,7300.666666666667
791,35,Yes,Travel_Rarely,1204,Sales,4,3,Technical Degree,1100,4,Male,86,3,3,Sales Executive,1,Single,10333,0,Yes,22,4,1,0,9,2,3,8,7,7,3874.3333333333335
792,33,Yes,Travel_Frequently,827,Research & Development,29,4,Medical,1101,1,Female,54,2,2,Research Scientist,3,Single,3129,1,No,22,4,2,0,14,4,3,13,7,8,1336.6666666666667
793,28,No,Travel_Rarely,895,Research & Development,15,2,Life Sciences,1102,1,Male,50,3,1,Laboratory Technician,3,Divorced,22482,1,No,16,3,4,1,4,5,2,4,2,2,7809.0
794,34,No,Travel_Frequently,618,Research & Development,3,1,Life Sciences,1103,1,Male,45,3,2,Healthcare Representative,4,Single,22266,0,No,17,3,3,0,7,1,2,6,2,4,7643.0
795,37,No,Travel_Rarely,309,Sales,10,4,Life Sciences,1105,4,Female,88,2,2,Sales Executive,4,Divorced,24223,2,Yes,14,3,3,3,8,5,3,1,0,0,8206.666666666666
796,25,Yes,Travel_Rarely,1219,Research & Development,4,1,Technical Degree,1106,4,Male,32,3,1,Laboratory Technician,4,Married,4605,1,Yes,15,3,2,1,7,3,4,7,7,6,1952.0
797,26,Yes,Travel_Rarely,1330,Research & Development,21,3,Medical,1107,1,Male,37,3,1,Laboratory Technician,3,Divorced,19373,1,No,20,4,3,1,1,0,2,1,1,0,6913.333333333333
798,33,Yes,Travel_Rarely,1017,Research & Development,25,3,Medical,1108,1,Male,55,2,1,Research Scientist,2,Single,2993,4,Yes,20,4,2,0,5,0,3,2,2,2,1355.0
799,42,No,Travel_Rarely,469,Research & Development,2,2,Medical,1109,4,Male,35,3,4,Manager,1,Married,14399,0,No,17,3,4,1,23,3,3,22,6,7,4967.666666666667
800,28,Yes,Travel_Frequently,1009,Research & Development,1,3,Medical,1111,1,Male,45,2,1,Laboratory Technician,2,Divorced,7160,1,No,15,3,1,2,1,2,3,1,0,0,2738.0
801,50,Yes,Travel_Frequently,959,Sales,1,4,Other,1113,4,Male,81,3,2,Sales Executive,3,Single,17251,3,Yes,14,3,4,0,5,4,3,0,0,0,6097.0
802,33,No,Travel_Frequently,970,Sales,7,3,Life Sciences,1114,4,Female,30,3,2,Sales Executive,2,Married,13401,0,No,17,3,3,1,4,3,3,3,2,2,4800.333333333333
803,34,No,Non-Travel,697,Research & Development,3,4,Life Sciences,1115,3,Male,40,2,1,Research Scientist,4,Married,22478,3,No,17,3,4,3,6,2,3,0,0,0,7738.333333333333
804,48,No,Non-Travel,1262,Research & Development,1,4,Medical,1116,1,Male,35,4,4,Manager,4,Single,16154,2,No,22,4,3,0,27,3,2,5,4,1,5817.0
805,45,No,Non-Travel,1050,Sales,9,4,Life Sciences,1117,2,Female,65,2,2,Sales Executive,3,Married,17970,1,No,13,3,4,1,15,2,3,15,10,12,6361.666666666667
806,52,No,Travel_Rarely,994,Research & Development,7,4,Life Sciences,1118,2,Male,87,3,3,Healthcare Representative,2,Single,15322,7,No,19,3,4,0,18,4,3,8,6,0,5467.666666666667
807,38,No,Travel_Rarely,770,Sales,10,4,Marketing,1119,3,Male,73,2,3,Sales Executive,3,Divorced,5569,0,Yes,14,3,2,2,9,2,3,8,7,7,2137.3333333333335
808,29,No,Travel_Rarely,1107,Research & Development,28,4,Life Sciences,1120,3,Female,93,3,1,Research Scientist,4,Divorced,26968,4,No,22,4,1,1,11,1,3,7,5,7,9389.333333333334
809,28,No,Travel_Rarely,950,Research & Development,3,3,Medical,1121,4,Female,93,3,3,Manufacturing Director,2,Divorced,8039,0,No,17,3,2,3,10,3,2,9,7,7,3027.3333333333335
810,46,No,Travel_Rarely,406,Sales,3,1,Marketing,1124,1,Male,52,3,4,Manager,3,Married,15596,3,No,12,3,4,1,23,3,3,12,9,9,5351.333333333333
811,38,No,Travel_Rarely,130,Sales,2,2,Marketing,1125,4,Male,32,3,3,Sales Executive,2,Single,20619,7,No,16,3,3,0,10,2,3,1,0,0,6927.0
812,43,No,Travel_Frequently,1082,Research & Development,27,3,Life Sciences,1126,3,Female,83,3,3,Manufacturing Director,1,Married,11535,8,No,11,3,3,1,18,1,3,8,7,1,4233.333333333333
813,39,Yes,Travel_Frequently,203,Research & Development,2,3,Life Sciences,1127,1,Male,84,3,4,Healthcare Representative,4,Divorced,13547,7,No,11,3,4,3,21,4,3,18,7,5,4611.333333333333
814,40,No,Travel_Rarely,1308,Research & Development,14,3,Medical,1128,3,Male,44,2,5,Research Director,3,Single,17544,1,No,14,3,1,0,21,2,4,20,7,9,6298.666666666667
815,21,No,Travel_Rarely,984,Research & Development,1,1,Technical Degree,1131,4,Female,70,2,1,Research Scientist,2,Single,25326,1,Yes,11,3,3,0,2,6,4,2,2,2,8793.333333333334
816,39,No,Non-Travel,439,Research & Development,9,3,Life Sciences,1132,3,Male,70,3,2,Laboratory Technician,2,Single,8770,9,No,15,3,3,0,9,2,2,5,4,3,3093.0
817,36,No,Non-Travel,217,Research & Development,18,4,Life Sciences,1133,1,Male,78,3,2,Manufacturing Director,4,Single,23238,2,No,20,4,1,0,18,0,3,11,9,9,7844.333333333333
818,31,No,Travel_Frequently,793,Sales,20,3,Life Sciences,1135,3,Male,67,4,1,Sales Representative,4,Married,21981,0,No,12,3,1,1,3,4,3,2,2,2,7613.666666666667
819,28,No,Travel_Rarely,1451,Research & Development,2,1,Life Sciences,1136,1,Male,67,2,1,Research Scientist,2,Married,19911,0,No,17,3,1,0,6,2,1,5,3,4,7143.0
820,35,No,Travel_Frequently,1182,Sales,11,2,Marketing,1137,4,Male,54,3,2,Sales Executive,4,Divorced,18500,1,No,11,3,4,1,5,3,3,5,2,2,6578.666666666667
821,49,No,Travel_Rarely,174,Sales,8,4,Technical Degree,1138,4,Male,56,2,4,Sales Executive,2,Married,11879,6,No,17,3,2,1,22,3,3,9,8,3,4036.3333333333335
822,34,No,Travel_Frequently,1003,Research & Development,2,2,Life Sciences,1140,4,Male,95,3,2,Manufacturing Director,3,Single,15834,2,No,11,3,4,0,5,3,2,3,2,2,5644.0
823,29,No,Travel_Frequently,490,Research & Development,10,3,Life Sciences,1143,4,Female,61,3,1,Research Scientist,2,Divorced,17940,0,No,14,3,4,2,8,2,2,7,5,1,6163.666666666667
824,42,No,Travel_Rarely,188,Research & Development,29,3,Medical,1148,2,Male,56,1,2,Laboratory Technician,4,Single,9558,4,No,19,3,1,0,16,3,3,1,0,0,3267.3333333333335
825,29,No,Travel_Rarely,718,Research & Development,8,1,Medical,1150,2,Male,79,2,2,Manufacturing Director,4,Married,17689,1,Yes,15,3,3,1,10,2,2,10,7,2,6162.0
826,38,No,Travel_Rarely,433,Human Resources,1,3,Human Resources,1152,3,Male,37,4,1,Human Resources,3,Married,6004,1,No,13,3,4,1,7,2,4,7,6,0,2158.0
827,28,No,Travel_Frequently,773,Research & Development,6,3,Life Sciences,1154,3,Male,39,2,1,Research Scientist,3,Divorced,22088,1,Yes,14,3,4,1,3,2,3,3,1,2,7633.333333333333
828,18,Yes,Non-Travel,247,Research & Development,8,1,Medical,1156,3,Male,80,3,1,Laboratory Technician,3,Single,13556,1,No,12,3,4,0,0,0,3,0,0,0,4627.666666666667
829,33,Yes,Travel_Rarely,603,Sales,9,4,Marketing,1157,1,Female,77,3,2,Sales Executive,1,Single,18385,0,Yes,17,3,1,0,6,3,3,5,2,3,6355.0
830,41,No,Travel_Rarely,167,Research & Development,12,4,Life Sciences,1158,2,Male,46,3,1,Laboratory Technician,4,Married,9051,3,Yes,11,3,1,1,6,4,3,1,0,0,3088.0
831,31,Yes,Travel_Frequently,874,Research & Development,15,3,Medical,1160,3,Male,72,3,1,Laboratory Technician,3,Married,6233,1,No,12,3,3,1,2,5,2,2,2,2,2393.0
832,37,No,Travel_Rarely,367,Research & Development,25,2,Medical,1161,3,Female,52,2,2,Healthcare Representative,4,Divorced,17171,7,No,13,3,3,2,9,2,3,6,2,3,5863.333333333333
833,27,No,Travel_Rarely,199,Research & Development,6,3,Life Sciences,1162,4,Male,55,2,1,Research Scientist,3,Married,7950,1,No,13,3,3,1,4,0,3,4,2,2,2734.6666666666665
834,34,No,Travel_Rarely,1400,Sales,9,1,Life Sciences,1163,2,Female,70,3,2,Sales Executive,3,Married,5829,1,No,20,4,1,0,6,3,2,6,5,3,2433.0
835,35,No,Travel_Rarely,528,Human Resources,8,4,Technical Degree,1164,3,Male,100,3,1,Human Resources,3,Single,7108,1,No,17,3,2,0,6,2,1,5,4,4,2578.6666666666665
836,29,Yes,Travel_Rarely,408,Sales,23,1,Life Sciences,1165,4,Female,45,2,3,Sales Executive,1,Married,11162,1,No,13,3,1,1,11,3,1,11,8,10,3871.6666666666665
837,40,No,Travel_Frequently,593,Research & Development,9,4,Medical,1166,2,Female,88,3,3,Research Director,3,Single,13782,9,No,17,3,3,0,20,3,2,18,7,13,4821.0
838,42,Yes,Travel_Frequently,481,Sales,12,3,Life Sciences,1167,3,Male,44,3,4,Sales Executive,1,Single,2447,0,Yes,12,3,2,0,22,2,2,21,9,14,990.6666666666666
839,42,No,Travel_Rarely,647,Sales,4,4,Marketing,1171,2,Male,45,3,2,Sales Executive,1,Single,2253,7,No,13,3,4,0,9,3,4,6,4,5,981.6666666666666
840,35,No,Travel_Rarely,982,Research & Development,1,4,Medical,1172,4,Male,58,2,1,Laboratory Technician,3,Married,16340,6,No,12,3,2,1,10,2,3,8,0,7,5793.333333333333
841,24,No,Travel_Rarely,477,Research & Development,24,3,Medical,1173,4,Male,49,3,1,Laboratory Technician,2,Single,6409,8,No,22,4,4,0,6,2,3,4,3,2,2311.6666666666665
842,28,Yes,Travel_Rarely,1485,Research & Development,12,1,Life Sciences,1175,3,Female,79,3,1,Laboratory Technician,4,Married,22955,1,Yes,11,3,4,0,1,4,2,1,1,0,8173.0
843,26,No,Travel_Rarely,1384,Research & Development,3,4,Medical,1177,1,Male,82,4,1,Laboratory Technician,4,Married,13421,1,No,22,4,2,1,8,2,3,8,7,7,4962.333333333333
844,30,No,Travel_Rarely,852,Sales,10,3,Marketing,1179,3,Male,72,2,2,Sales Executive,3,Married,2706,1,No,18,3,1,1,10,3,3,10,3,4,1210.0
845,40,No,Travel_Frequently,902,Research & Development,26,2,Medical,1180,3,Female,92,2,2,Research Scientist,4,Married,21203,3,Yes,13,3,4,1,16,3,1,1,1,0,7399.0
846,35,No,Travel_Rarely,819,Research & Development,2,3,Life Sciences,1182,3,Male,44,2,3,Manufacturing Director,2,Divorced,19588,2,No,18,3,2,1,15,2,4,7,7,4,6817.0
847,34,No,Travel_Frequently,669,Research & Development,1,3,Medical,1184,4,Male,97,2,2,Healthcare Representative,1,Single,25755,0,No,20,4,3,0,14,3,3,13,9,9,8840.333333333334
848,35,No,Travel_Frequently,636,Research & Development,4,4,Other,1185,4,Male,47,2,1,Laboratory Technician,4,Married,26537,1,No,13,3,2,1,2,2,4,2,2,2,9073.333333333334
849,43,Yes,Travel_Rarely,1372,Sales,9,3,Marketing,1188,1,Female,85,1,2,Sales Executive,3,Single,9489,8,No,13,3,2,0,7,2,2,4,3,3,3648.6666666666665
850,32,No,Non-Travel,862,Sales,2,1,Life Sciences,1190,3,Female,76,3,1,Sales Representative,1,Divorced,14947,1,No,12,3,3,3,1,3,3,1,0,0,5295.0
851,56,No,Travel_Rarely,718,Research & Development,4,4,Technical Degree,1191,4,Female,92,3,5,Manager,1,Divorced,18575,4,No,13,3,4,1,28,2,3,5,2,2,6461.666666666667
852,29,No,Travel_Rarely,1401,Research & Development,6,1,Medical,1192,2,Female,54,3,1,Laboratory Technician,4,Married,26342,1,No,13,3,1,1,10,5,3,10,8,8,9265.666666666666
853,19,No,Travel_Rarely,645,Research & Development,9,2,Life Sciences,1193,3,Male,54,3,1,Research Scientist,1,Single,7172,1,No,25,4,3,0,1,4,3,1,1,0,2623.6666666666665
854,45,No,Travel_Rarely,1457,Research & Development,7,3,Medical,1195,1,Female,83,3,1,Research Scientist,3,Married,20100,4,Yes,19,3,3,1,7,2,2,3,2,2,7213.333333333333
855,37,No,Travel_Rarely,977,Research & Development,1,3,Life Sciences,1196,4,Female,56,2,2,Manufacturing Director,4,Married,9961,1,No,13,3,2,1,14,2,2,14,8,11,3664.6666666666665
856,20,No,Travel_Rarely,805,Research & Development,3,3,Life Sciences,1198,1,Male,87,2,1,Laboratory Technician,3,Single,12828,1,No,12,3,1,0,2,2,2,2,2,2,4573.333333333333
857,44,Yes,Travel_Rarely,1097,Research & Development,10,4,Life Sciences,1200,3,Male,96,3,1,Research Scientist,3,Single,10826,1,Yes,11,3,3,0,6,4,3,6,4,2,4006.3333333333335
858,53,No,Travel_Rarely,1223,Research & Development,7,2,Medical,1201,4,Female,50,3,5,Manager,3,Divorced,18640,3,No,18,3,2,1,26,6,3,7,7,7,6637.666666666667
859,29,No,Travel_Rarely,942,Research & Development,15,1,Life Sciences,1202,2,Female,69,1,1,Research Scientist,4,Married,26933,0,Yes,18,3,1,1,6,2,2,5,4,3,9314.666666666666
860,22,Yes,Travel_Frequently,1256,Research & Development,3,4,Life Sciences,1203,3,Male,48,2,1,Research Scientist,4,Married,4223,0,Yes,11,3,2,1,1,5,3,0,0,0,1842.3333333333333
861,46,No,Travel_Rarely,1402,Sales,2,3,Marketing,1204,3,Female,69,3,4,Manager,1,Married,24097,8,No,23,4,1,0,28,2,3,26,15,9,8522.666666666666
862,44,No,Non-Travel,111,Research & Development,17,3,Life Sciences,1206,4,Male,74,1,1,Research Scientist,3,Single,4279,2,No,13,3,4,0,6,3,3,0,0,0,1488.0
863,33,No,Travel_Rarely,147,Human Resources,2,3,Human Resources,1207,2,Male,99,3,1,Human Resources,3,Married,8429,1,No,13,3,4,1,5,2,3,5,4,4,2891.6666666666665
864,41,Yes,Non-Travel,906,Research & Development,5,2,Life Sciences,1210,1,Male,95,2,1,Research Scientist,1,Divorced,20293,6,No,17,3,1,1,5,2,1,1,0,0,7098.0
865,30,No,Travel_Rarely,1329,Sales,29,4,Life Sciences,1211,3,Male,61,3,2,Sales Executive,1,Divorced,13192,8,No,19,3,3,3,8,3,3,4,3,3,4860.666666666667
866,40,No,Travel_Frequently,1184,Sales,2,4,Medical,1212,2,Male,62,3,2,Sales Executive,2,Married,25440,5,No,12,3,4,3,5,2,3,0,0,0,8895.333333333334
867,50,No,Travel_Frequently,1421,Research & Development,2,3,Medical,1215,4,Female,30,3,4,Manager,1,Married,9490,2,No,22,4,3,1,32,3,3,2,2,2,3647.0
868,28,No,Travel_Rarely,1179,Research & Development,19,4,Medical,1216,4,Male,78,2,1,Laboratory Technician,1,Married,12449,1,No,12,3,3,3,6,2,3,6,5,3,4568.666666666667
869,46,No,Travel_Rarely,1450,Research & Development,15,2,Life Sciences,1217,4,Male,52,3,5,Research Director,2,Married,10849,5,No,11,3,1,1,25,2,3,4,2,3,4117.0
870,35,No,Travel_Rarely,1361,Sales,17,4,Life Sciences,1218,3,Male,94,3,2,Sales Executive,1,Married,21026,3,Yes,15,3,4,3,15,2,3,7,7,7,7493.666666666667
871,24,Yes,Travel_Rarely,984,Research & Development,17,2,Life Sciences,1219,4,Female,97,3,1,Laboratory Technician,2,Married,3372,1,No,13,3,1,1,1,3,1,1,0,0,1484.3333333333333
872,33,No,Travel_Frequently,1146,Sales,25,3,Medical,1220,2,Female,82,3,2,Sales Executive,3,Married,4905,1,No,12,3,1,1,10,3,2,10,7,1,2044.3333333333333
873,36,No,Travel_Rarely,917,Research & Development,6,4,Life Sciences,1221,3,Male,60,1,1,Laboratory Technician,3,Divorced,6865,1,No,14,3,3,1,7,4,3,7,7,7,2614.0
874,30,No,Travel_Rarely,853,Research & Development,7,4,Life Sciences,1224,3,Male,49,3,2,Laboratory Technician,3,Divorced,11309,1,No,13,3,1,3,10,4,2,10,7,9,4070.3333333333335
