age,business_travel,daily_rate,department,distance_from_home,education,education_field,employee_number,environment_satisfaction,gender,hourly_rate,job_involvement,job_level,job_role,job_satisfaction,marital_status,monthly_rate,num_companies_worked,over_time,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_with_curr_manager,attrition,rate_avg
30,2,793,1,16,1,1,1729,2,1,33,3,1,6,4,1,3811,1,0,12,3,2,1,10,2,2,10,0,8,0,1545.67
47,0,543,2,2,4,2,1731,3,1,87,3,2,7,2,1,3536,7,0,11,3,4,1,4,3,1,1,0,0,0,1388.67
46,2,1277,2,2,3,1,1732,3,1,74,3,3,7,4,0,5596,4,1,12,3,2,1,13,5,2,10,6,3,0,2315.67
36,2,1456,2,13,5,2,1733,2,1,96,2,2,7,1,0,8658,5,1,13,3,2,3,16,3,3,2,2,2,1,3403.33
32,2,964,2,1,2,1,1734,1,1,34,1,2,7,2,2,12147,6,0,15,3,2,0,10,2,3,0,0,0,1,4381.67
23,2,160,1,4,1,3,1735,3,0,51,3,1,2,2,2,12862,1,0,13,3,3,0,3,3,1,3,2,2,0,4357.67
31,1,163,1,24,1,5,1736,4,0,30,3,2,4,4,2,6670,2,0,20,4,4,0,9,3,2,5,4,4,0,2287.67
39,0,792,1,1,3,1,1737,4,1,77,3,2,2,4,1,8989,1,1,15,3,4,1,9,2,3,9,8,8,0,3286.0
32,2,371,2,19,3,1,1739,4,1,80,1,3,7,3,1,3840,3,0,13,3,3,1,10,2,1,4,3,2,0,1430.33
40,2,611,2,7,4,3,1740,2,1,88,3,5,3,2,2,4349,1,0,14,3,2,0,21,3,2,21,8,8,0,1682.67
45,2,176,0,4,3,1,1744,3,0,56,1,3,1,3,1,6595,4,0,21,4,3,2,9,2,4,5,0,3,0,2275.67
30,1,1312,1,2,4,5,1745,4,0,78,2,1,6,1,2,26427,0,0,16,3,4,0,10,2,3,9,7,7,0,9272.33
24,1,897,0,10,3,3,1746,1,1,59,3,1,1,4,1,2097,0,0,14,3,4,1,3,2,3,2,2,1,0,1017.67
30,1,600,0,8,3,0,1747,3,0,66,2,1,1,4,0,9732,6,0,11,3,3,1,6,0,2,4,2,2,1,3466.0
31,2,1003,2,5,3,5,1749,1,1,51,3,2,7,3,1,20943,1,0,19,3,3,1,6,3,3,5,2,2,0,7332.33
27,2,1054,1,8,3,3,1751,3,0,67,3,1,6,4,2,6152,1,0,11,3,3,0,6,5,2,6,2,4,0,2424.33
29,2,428,2,9,3,2,1752,2,0,52,1,1,8,2,2,14630,1,0,13,3,3,0,2,3,3,2,2,2,1,5036.67
29,1,461,1,1,3,1,1753,4,1,70,4,2,0,3,2,23060,8,1,12,3,4,0,10,5,4,3,2,2,0,7863.67
30,2,979,2,15,2,2,1754,3,1,94,2,3,7,1,0,3088,2,0,11,3,1,1,12,2,3,7,7,7,0,1387.0
34,2,181,1,2,4,3,1755,4,1,97,4,1,6,4,1,5586,0,1,14,3,1,3,6,3,3,5,0,2,0,1954.67
33,0,1283,2,2,3,2,1756,4,0,62,3,2,7,2,2,10697,8,0,15,3,4,0,13,2,2,11,7,7,0,4014.0
49,2,1313,2,11,4,2,1757,4,0,80,3,2,7,4,2,8191,3,0,12,3,3,0,8,1,4,5,1,4,0,3194.67
33,2,211,2,16,3,1,1758,1,0,74,3,3,7,1,2,10092,2,1,20,4,3,0,11,2,2,0,0,0,1,3459.0
38,1,594,1,2,2,3,1760,3,0,75,2,1,2,2,1,15963,4,0,14,3,2,1,9,4,2,6,1,5,0,5544.0
31,2,1079,2,16,4,2,1761,1,1,70,3,3,7,3,1,19002,2,0,13,3,1,3,10,2,3,1,0,0,1,6717.0
29,2,590,1,4,3,5,1762,4,0,91,2,1,6,1,0,10007,1,0,13,3,3,1,1,2,3,1,0,0,0,3562.67
30,2,305,1,16,3,1,1763,3,1,58,4,2,0,3,1,9128,3,0,16,3,3,1,10,3,3,7,0,7,0,3163.67
32,0,953,1,5,4,5,1764,2,1,65,3,1,6,2,2,17674,2,0,14,3,2,0,12,3,3,7,7,7,0,6230.67
38,2,833,1,18,3,3,1766,2,1,60,1,2,0,4,1,24539,3,1,16,3,3,1,15,2,3,1,0,0,0,8477.33
43,1,807,1,17,3,5,1767,3,1,38,2,1,6,3,1,15587,9,1,16,3,4,1,6,4,3,1,0,0,1,5477.33
42,2,855,1,12,3,3,1768,2,1,57,3,1,2,2,0,8952,8,0,22,4,2,3,7,6,2,5,3,4,0,3288.0
55,2,478,1,2,3,3,1770,3,1,60,2,5,5,1,1,19805,8,0,12,3,2,3,34,2,3,1,0,0,0,6781.0
33,0,775,1,4,3,5,1771,4,1,90,3,2,6,2,0,6194,5,0,15,3,4,2,11,2,2,9,8,7,0,2353.0
41,2,548,1,9,4,1,1772,3,1,94,3,1,2,1,0,20520,1,0,20,4,2,2,5,2,3,5,3,4,0,7054.0
34,0,1375,2,10,3,1,1774,4,1,87,3,2,7,3,0,12313,1,1,14,3,3,1,15,3,3,15,14,7,0,4591.67
53,0,661,1,1,4,3,1775,1,0,60,2,4,4,3,1,22308,4,1,20,4,4,3,27,2,2,3,2,2,0,7676.33
43,2,244,0,2,3,1,1778,2,1,97,3,1,1,4,2,5033,0,0,13,3,2,0,10,5,3,9,7,8,0,1791.33
34,2,511,2,3,2,1,1779,4,0,32,1,2,7,4,2,25353,5,0,12,3,1,0,6,3,3,2,2,2,0,8632.0
21,2,337,2,7,1,2,1780,2,1,31,3,1,8,2,2,4567,1,0,13,3,2,0,1,3,3,1,0,0,1,1645.0
38,2,1153,1,6,2,4,1782,4,0,40,2,1,2,3,1,16376,1,0,11,3,2,1,5,3,3,5,4,4,0,5856.33
22,2,1294,1,8,1,3,1783,3,0,79,3,1,2,1,1,15999,1,1,17,3,3,0,1,6,3,1,0,0,1,5790.67
31,2,196,2,29,4,2,1784,1,0,91,2,2,7,4,1,13402,1,0,14,3,1,2,13,3,3,12,7,7,0,4563.0
51,2,942,1,3,3,5,1786,1,0,53,3,3,3,3,1,22984,2,0,11,3,4,0,15,2,3,2,2,2,0,7993.0
37,2,589,2,9,2,2,1787,2,1,46,2,2,7,2,1,8800,1,0,14,3,1,2,5,2,3,5,2,3,0,3145.0
46,2,734,1,2,4,3,1789,3,1,46,3,5,5,4,0,14218,7,1,17,3,3,1,24,3,3,2,1,2,0,4999.33
36,2,1383,1,10,3,1,1790,4,1,90,3,3,0,1,1,25949,7,1,13,3,4,1,15,1,3,12,8,7,0,9140.67
44,1,429,1,1,2,3,1792,3,1,99,3,1,6,2,0,11092,1,1,12,3,3,3,6,2,2,5,3,3,1,3873.33
37,2,1239,0,8,2,4,1794,3,1,89,3,2,1,2,0,12832,2,0,13,3,3,0,19,4,2,10,0,7,0,4720.0
35,2,303,2,27,3,1,1797,3,1,84,3,2,7,4,2,13492,1,1,18,3,4,0,10,2,3,10,7,7,1,4626.33
33,2,867,1,8,4,1,1798,4,1,90,4,1,6,1,1,6076,6,0,19,3,2,1,14,1,3,10,8,6,0,2344.33
28,2,1181,1,1,3,1,1799,3,1,82,3,1,6,4,1,5531,1,0,11,3,3,1,5,6,4,5,3,3,0,2264.67
39,2,1253,1,10,1,3,1800,3,1,65,3,3,5,3,2,7914,7,0,21,4,3,0,9,3,3,4,3,2,0,3077.33
46,0,849,2,26,2,1,1801,2,1,98,2,2,7,2,2,25166,8,0,15,3,3,0,6,3,3,2,2,2,0,8704.33
40,2,616,1,2,2,1,1802,3,0,99,3,1,2,1,1,25605,4,0,17,3,4,1,7,5,2,4,3,2,0,8773.33
42,2,1128,1,13,3,3,1803,2,1,95,4,2,0,1,1,5696,5,0,18,3,3,2,10,2,2,0,0,0,0,2306.33
35,0,1180,1,2,2,3,1804,2,1,90,3,2,4,4,0,24442,2,0,14,3,3,1,15,6,3,7,7,7,0,8570.67
38,0,1336,0,2,3,0,1805,1,1,100,3,1,1,2,0,7129,5,0,13,3,4,3,13,3,3,11,10,8,0,2855.0
34,1,234,1,9,4,1,1807,4,1,93,3,2,2,1,1,6208,4,0,17,3,3,1,11,3,2,7,1,7,1,2178.33
37,2,370,1,10,4,3,1809,4,1,58,3,2,4,1,2,4992,1,0,15,3,2,0,10,4,1,10,3,8,1,1806.67
39,1,766,2,20,3,1,1812,3,1,83,3,2,7,4,0,19188,2,0,18,3,4,1,7,6,3,2,1,2,0,6679.0
43,0,343,1,9,3,1,1813,1,1,52,3,1,6,3,2,24978,4,0,13,3,3,0,7,2,2,3,2,2,0,8457.67
41,2,447,1,5,3,1,1814,2,1,85,4,2,0,2,2,15530,3,0,12,3,1,0,11,3,1,3,2,2,0,5354.0
41,2,796,2,4,1,2,1815,3,0,81,3,3,7,3,0,26458,0,1,13,3,4,1,23,3,4,22,14,5,0,9111.67
30,2,1092,1,10,3,3,1816,1,0,64,3,3,4,3,2,2739,9,0,14,3,2,0,9,3,3,7,7,2,0,1298.33
26,2,920,0,20,2,3,1818,4,0,69,3,1,1,2,1,6889,0,1,11,3,3,0,6,3,3,5,1,4,1,2626.0
46,2,261,1,21,2,3,1821,4,0,66,3,2,0,2,1,10842,4,0,22,4,4,1,13,2,4,9,7,7,1,3723.0
40,2,1194,1,1,3,1,1822,3,0,52,3,2,0,4,0,9060,4,0,17,3,4,1,12,3,3,5,3,3,0,3435.33
34,2,810,2,8,2,5,1823,2,1,92,4,2,7,3,1,22128,1,0,21,4,3,2,10,5,3,10,8,8,0,7676.67
58,0,350,2,2,3,3,1824,2,1,52,3,4,3,2,0,22577,4,0,22,4,4,1,37,0,2,16,9,14,0,7659.67
35,2,185,1,23,4,3,1826,2,1,91,1,1,2,3,1,9696,0,0,16,3,2,1,6,2,4,5,4,3,0,3324.0
47,2,1001,1,4,3,1,1827,3,0,92,2,3,4,2,0,19271,8,1,12,3,3,1,28,4,3,22,11,10,0,6788.0
40,2,750,1,12,3,1,1829,2,0,47,3,2,0,1,0,10748,2,0,12,3,2,1,15,3,3,7,4,7,0,3848.33
54,2,431,1,7,4,3,1830,4,0,68,3,2,6,4,1,15696,4,0,15,3,2,1,14,2,2,7,1,7,0,5398.33
31,1,1125,2,7,4,2,1833,1,0,68,3,3,7,1,1,8277,2,0,14,3,4,2,9,3,3,3,2,2,0,3156.67
28,2,1217,1,1,3,3,1834,3,0,67,3,1,6,1,1,12719,1,0,25,4,3,1,3,3,3,3,2,2,0,4667.67
38,2,723,2,2,4,2,1835,2,0,77,1,2,8,4,1,4244,2,1,20,4,1,2,20,4,2,4,2,3,0,1681.33
26,2,572,2,10,3,3,1836,3,1,46,3,2,7,4,2,9125,1,0,13,3,1,0,5,4,3,5,3,2,0,3247.67
58,1,1216,1,15,4,1,1837,1,1,87,3,4,5,3,1,21624,2,1,14,3,2,0,23,3,3,2,2,2,0,7642.33
18,0,1431,1,14,3,3,1839,2,0,33,3,1,6,3,2,8018,1,0,16,3,3,0,0,4,1,0,0,0,0,3160.67
31,2,359,0,18,5,0,1842,4,1,89,4,1,1,1,1,21495,0,0,17,3,3,0,2,4,3,1,0,0,1,7314.33
29,2,350,0,13,3,0,1844,1,1,56,2,1,1,1,0,3157,4,1,15,3,4,3,4,3,3,2,2,0,1,1187.67
45,0,589,2,2,4,1,1845,3,0,67,3,2,7,3,1,19665,4,0,22,4,2,2,10,3,4,8,7,7,0,6773.67
36,2,430,1,2,4,4,1847,4,0,73,3,2,6,2,1,19573,4,1,22,4,4,1,15,2,3,1,0,0,0,6692.0
43,1,1422,2,2,4,1,1849,1,1,92,3,2,7,4,1,19246,1,0,20,4,3,1,7,5,3,7,7,7,0,6920.0
27,1,1297,1,5,2,1,1850,4,0,53,3,1,2,4,2,19826,0,1,14,3,3,0,6,3,2,5,4,2,0,7058.67
29,1,574,1,20,1,3,1852,4,1,40,3,1,2,4,1,7003,1,0,13,3,2,0,11,3,4,11,8,10,0,2539.0
32,1,1318,2,10,4,2,1853,4,1,79,3,2,7,4,2,26075,8,0,13,3,3,0,4,2,4,0,0,0,0,9157.33
42,0,355,1,10,4,5,1854,3,1,38,3,1,6,3,1,6161,3,0,22,4,2,2,10,1,2,6,3,3,0,2184.67
47,2,207,1,9,4,1,1856,2,0,64,3,1,2,3,2,5411,4,0,12,3,3,0,7,2,3,2,2,0,0,1894.0
46,2,706,1,2,2,1,1857,4,1,82,3,3,4,4,0,19989,3,0,14,3,3,1,12,4,2,9,8,7,0,6925.67
28,0,280,0,1,2,1,1858,3,1,43,3,1,1,4,0,10494,1,0,15,3,2,1,3,2,3,3,2,2,0,3605.67
29,2,726,1,29,1,1,1859,4,1,93,1,2,0,3,0,21143,8,0,17,3,4,2,11,3,3,7,0,6,0,7320.67
42,2,1142,1,8,3,1,1860,4,1,81,3,1,2,3,2,13624,4,0,13,3,4,0,8,3,3,0,0,0,0,4949.0
32,2,414,2,2,4,2,1862,3,1,82,2,2,7,2,2,26186,7,1,12,3,3,0,7,3,2,2,2,2,1,8894.0
46,2,1319,2,3,3,5,1863,1,0,45,4,4,7,1,0,7739,2,0,12,3,4,1,25,5,3,19,17,8,0,3034.33
27,2,728,2,23,1,3,1864,2,0,36,2,2,8,3,1,7018,1,0,21,4,4,1,9,5,3,9,8,8,0,2594.0
29,2,352,0,6,1,3,1865,4,1,87,2,1,1,2,1,15434,1,0,11,3,4,0,1,3,3,1,0,0,0,5291.0
43,2,823,1,6,3,3,1866,1,0,81,2,5,3,3,1,22539,7,0,13,3,4,0,21,2,3,16,12,14,0,7814.33
48,2,1224,1,10,3,1,1867,4,1,91,2,5,5,2,1,13583,4,0,12,3,4,0,29,3,3,22,10,9,0,4966.0
29,1,459,1,24,2,1,1868,4,1,73,2,1,6,4,2,14753,1,1,24,4,2,0,1,3,2,1,0,0,1,5095.0
46,2,1254,2,10,3,1,1869,3,0,64,3,3,7,2,1,14011,5,0,21,4,3,3,14,2,3,8,7,7,1,5109.67
27,1,1131,1,15,3,1,1870,4,0,77,2,1,6,1,1,23844,0,0,19,3,4,1,8,2,2,7,6,3,0,8350.67
39,2,835,1,19,4,4,1871,4,1,41,3,2,6,4,0,5141,8,0,14,3,2,3,7,2,3,2,2,2,0,2005.67
55,2,836,1,2,4,5,1873,2,1,98,2,1,6,4,1,7975,8,0,20,4,2,1,19,2,4,5,2,4,0,2969.67
28,2,1172,2,3,3,3,1875,2,0,78,3,1,8,2,1,3692,1,0,19,3,4,1,1,3,3,1,0,0,0,1647.33
30,2,945,2,9,3,3,1876,2,1,89,3,1,8,4,2,16019,1,0,13,3,3,0,1,3,2,1,0,0,1,5684.33
22,2,391,1,7,1,1,1878,4,1,75,3,1,6,2,2,26092,1,1,23,4,1,0,1,2,3,1,0,0,1,8852.67
36,2,1266,2,10,4,5,1880,2,0,63,2,2,7,3,1,6060,1,1,13,3,1,1,10,4,3,10,9,7,0,2463.0
31,2,311,1,20,3,1,1881,2,1,89,3,2,2,3,0,18624,1,0,11,3,1,1,10,2,3,10,8,2,0,6341.33
34,2,1480,2,4,3,1,1882,3,1,64,3,3,7,4,1,24444,2,1,13,3,4,3,9,3,3,5,3,0,0,8662.67
29,2,592,1,7,3,1,1883,4,1,59,3,1,2,1,2,19384,3,0,14,3,2,0,11,2,3,3,2,2,0,6678.33
37,2,783,1,7,4,3,1885,4,1,78,3,2,6,1,1,13588,5,1,22,4,3,1,16,2,3,5,3,4,0,4816.33
35,2,219,1,16,2,4,1886,4,0,44,2,2,4,2,1,25388,0,1,11,3,4,0,4,2,3,3,2,2,0,8550.33
45,2,556,1,25,2,1,1888,2,0,93,2,2,4,4,1,23888,0,0,13,3,4,2,10,2,2,9,8,8,0,8179.0
36,1,1213,0,2,1,0,1890,2,1,94,2,2,1,4,2,4223,1,0,21,4,4,0,10,2,2,10,1,8,0,1843.33
40,2,1137,1,1,4,1,1892,1,1,98,3,4,3,1,0,18991,2,0,11,3,1,1,22,3,3,19,7,16,0,6742.0
26,2,482,1,1,2,1,1893,2,0,90,2,1,6,3,1,14908,1,1,13,3,3,1,1,3,2,1,0,0,0,5160.0
27,2,511,2,2,2,3,1898,1,0,89,4,2,7,3,2,26997,0,0,14,3,2,0,9,5,2,8,7,7,0,9199.0
48,1,117,1,22,3,3,1900,4,0,58,3,4,3,4,0,2437,3,0,11,3,2,1,24,3,3,22,17,7,0,870.67
44,2,170,1,1,4,1,1903,2,1,78,4,2,0,1,1,9364,2,0,15,3,4,1,10,5,3,2,0,2,0,3204.0
34,0,967,1,16,4,5,1905,4,1,85,1,1,6,1,1,14460,1,1,23,4,2,1,5,2,3,5,2,0,1,5170.67
56,2,1162,1,24,2,1,1907,1,1,97,3,1,2,4,2,10261,1,0,16,3,4,0,5,3,3,4,2,0,1,3840.0
36,2,335,2,17,2,2,1908,3,1,33,2,2,7,2,1,16822,2,0,16,3,3,2,12,1,1,4,2,3,0,5730.0
41,2,337,2,8,3,2,1909,3,0,54,3,2,7,2,1,26841,5,0,21,4,3,1,14,3,3,5,4,4,0,9077.33
42,2,1396,1,6,3,3,1911,3,1,83,3,3,5,1,1,14842,9,0,13,3,2,1,18,3,4,13,7,7,0,5440.33
31,2,1079,2,10,2,3,1912,3,0,86,3,2,7,4,0,20115,2,1,11,3,4,1,8,2,3,5,2,4,0,7093.33
34,2,735,2,3,1,3,1915,4,0,75,2,2,7,4,1,16495,3,1,12,3,3,0,9,3,2,4,2,1,0,5768.33
31,2,471,1,4,3,3,1916,1,0,62,4,1,2,3,0,16031,8,0,12,3,2,1,4,0,2,2,2,2,0,5521.33
26,1,1096,1,6,3,4,1918,3,1,61,4,1,2,4,1,7102,0,0,18,3,1,1,8,3,3,7,7,7,0,2753.0
45,1,1297,1,1,4,3,1922,2,1,44,3,2,0,3,2,14511,4,0,12,3,3,0,12,3,3,4,2,3,0,5284.0
33,2,217,2,10,4,2,1924,2,1,43,3,2,7,3,2,10410,1,0,14,3,2,0,10,2,2,10,4,9,0,3556.67
28,1,783,2,1,2,1,1927,3,1,42,2,2,7,4,1,19255,1,1,12,3,3,1,7,2,3,7,7,7,0,6693.33
29,1,746,2,24,3,5,1928,3,1,45,4,1,8,1,2,10642,1,0,17,3,4,0,1,3,3,1,0,0,1,3811.0
39,0,1251,2,21,4,1,1929,1,0,32,1,2,7,3,1,3987,6,0,19,3,3,1,10,1,3,3,2,2,0,1756.67
27,2,1354,1,2,4,5,1931,2,1,41,3,1,6,2,1,6073,1,0,11,3,3,1,6,3,2,5,3,2,0,2489.33
34,1,735,1,22,4,4,1932,3,1,86,2,2,6,4,1,26496,1,1,15,3,2,0,16,3,3,15,10,11,0,9105.67
28,2,1475,2,13,2,2,1933,4,0,84,3,2,7,3,2,23352,3,1,11,3,4,0,6,0,3,2,0,2,1,8303.67
47,0,1169,1,14,4,5,1934,3,1,64,3,2,6,2,1,2125,8,0,18,3,3,1,16,4,4,8,7,7,0,1119.33
56,2,1443,2,11,5,2,1935,4,0,89,2,2,7,1,1,20328,4,0,16,3,3,1,6,3,3,0,0,0,0,7286.67
39,2,867,1,9,2,3,1936,1,1,87,3,2,4,1,1,12315,1,0,25,4,4,1,10,3,3,10,0,9,0,4423.0
38,1,1394,1,8,3,3,1937,4,0,58,2,2,6,2,0,18115,1,1,16,3,3,1,20,3,3,20,11,7,0,6522.33
58,2,605,2,21,3,1,1938,4,0,72,3,4,3,4,1,11761,4,1,13,3,3,1,29,2,2,1,0,0,0,4146.0
32,1,238,1,5,2,1,1939,1,0,47,4,1,6,3,2,15318,3,1,14,3,1,0,8,2,3,4,1,3,1,5201.0
38,2,1206,1,9,2,1,1940,2,1,71,3,1,6,4,0,14293,2,0,19,3,4,2,10,0,4,5,2,3,0,5190.0
49,1,1064,1,2,1,1,1941,2,1,42,3,5,5,4,1,13738,3,0,15,3,4,0,28,3,3,5,4,3,0,4948.0
42,2,419,2,12,4,2,1943,2,1,77,3,2,7,4,0,2900,3,1,12,3,3,2,14,4,3,0,0,0,0,1132.0
27,1,1337,0,22,3,0,1944,1,0,58,2,1,1,2,1,19555,1,0,12,3,1,0,1,2,3,1,0,0,1,6983.33
35,2,682,2,18,4,3,1945,2,1,71,3,2,7,1,1,15975,0,0,16,3,4,1,6,2,1,5,3,4,0,5576.0
28,0,1103,1,16,3,3,1947,3,1,49,3,1,6,3,2,2122,1,0,14,3,3,0,5,3,2,5,3,4,0,1091.33
31,0,976,1,3,2,3,1948,3,1,48,3,1,6,1,0,3995,1,1,13,3,4,1,4,3,4,4,2,3,0,1673.0
36,0,1351,1,9,4,1,1949,1,1,66,4,1,2,2,1,9238,1,0,22,4,2,0,5,3,3,5,4,2,0,3551.67
34,2,937,2,1,3,2,1950,1,1,32,3,3,7,4,2,6770,1,0,21,4,1,0,14,3,2,14,8,1,0,2579.67
34,2,1239,2,13,4,3,1951,4,1,39,3,3,7,3,0,22914,1,0,18,3,3,1,9,2,2,8,7,1,0,8064.0
26,2,157,1,1,3,3,1952,3,1,95,3,1,2,1,2,20006,0,0,13,3,4,0,8,6,2,7,7,6,0,6752.67
29,2,136,1,1,3,1,1954,1,1,89,3,2,0,1,1,6225,0,0,12,3,1,1,6,5,2,5,3,2,0,2150.0
32,0,1146,1,15,4,3,1955,3,0,34,3,2,0,4,0,16542,5,0,18,3,2,1,9,6,3,5,1,2,0,5907.33
31,1,1125,1,1,3,1,1956,4,1,48,1,2,6,1,1,5771,1,0,21,4,2,0,10,6,3,10,8,7,0,2314.67
28,2,1404,1,17,3,5,1960,3,1,32,2,1,2,4,0,18779,5,0,12,3,1,1,6,2,2,4,1,3,1,6738.33
38,2,1404,2,1,3,1,1961,1,1,59,2,1,8,1,2,11473,4,0,14,3,1,0,20,3,2,1,0,0,0,4312.0
35,2,1224,2,7,4,1,1962,3,0,55,3,2,7,4,1,13586,1,1,11,3,4,0,10,2,3,10,8,9,0,4955.0
27,2,954,2,9,3,2,1965,4,1,44,3,2,7,4,2,5099,1,0,14,3,1,0,7,5,3,7,7,7,0,2032.33
32,2,1373,1,5,4,1,1966,4,1,56,2,2,4,4,2,10138,8,0,24,4,2,0,8,1,3,1,0,0,0,3855.67
31,1,754,2,26,4,2,1967,1,1,63,3,2,7,4,1,21075,1,1,11,3,3,0,10,4,3,10,7,8,1,7297.33
53,2,1168,2,24,4,1,1968,1,1,66,3,3,7,1,2,5843,6,1,13,3,2,0,15,2,2,2,2,2,1,2359.0
54,2,155,1,9,2,1,1969,1,0,67,3,2,6,3,1,22474,3,0,11,3,3,2,9,6,2,4,3,3,0,7565.33
33,1,1303,1,7,2,1,1970,4,1,36,3,2,0,3,0,18079,1,0,20,4,3,3,9,2,3,9,7,8,0,6472.67
43,2,574,1,11,3,1,1971,1,1,30,3,3,0,3,1,16873,1,0,17,3,2,1,10,1,3,10,9,9,0,5825.67
38,1,1444,0,1,4,4,1972,4,1,88,3,1,1,2,1,5224,0,1,11,3,2,1,7,2,3,6,2,2,0,2252.0
55,2,189,0,26,4,0,1973,3,1,71,4,5,3,2,1,25811,4,1,18,3,1,1,35,0,3,10,9,4,0,8690.33
31,2,1276,1,2,1,3,1974,4,0,59,1,1,2,4,0,17536,1,1,11,3,3,3,1,4,3,1,0,0,0,6290.33
39,2,119,2,15,4,2,1975,2,1,77,3,4,7,1,2,25098,0,0,12,3,1,0,21,3,3,20,8,10,0,8431.33
42,0,335,1,23,2,1,1976,4,1,37,2,2,6,3,2,14811,1,0,12,3,4,0,20,2,3,20,9,7,0,5061.0
31,0,697,1,10,3,3,1979,3,0,40,3,3,5,3,1,26862,4,0,20,4,3,1,13,2,4,11,7,8,0,9199.67
54,2,157,1,10,3,3,1980,3,0,77,3,2,4,1,2,25198,6,1,19,3,4,0,9,3,3,5,2,4,0,8477.33
24,2,771,1,1,2,1,1981,2,1,45,2,2,0,3,2,14120,1,0,12,3,2,0,4,2,2,4,3,2,0,4978.67
23,2,571,1,12,2,4,1982,4,1,78,3,1,2,4,2,13672,1,0,13,3,3,0,5,6,4,5,2,4,0,4773.67
40,1,692,1,11,3,5,1985,4,0,73,3,2,2,3,1,26849,1,0,11,3,1,1,10,2,4,10,9,4,0,9204.67
40,2,444,2,2,2,2,1986,2,0,92,3,2,7,2,1,4258,3,0,14,3,3,1,15,4,3,11,8,10,0,1598.0
25,2,309,0,2,3,0,1987,3,0,82,3,1,1,2,1,19655,4,0,14,3,3,0,6,3,3,2,0,2,0,6682.0
30,2,911,1,1,2,3,1989,4,1,76,3,1,2,2,1,4077,1,0,13,3,3,0,12,6,2,12,8,7,0,1688.0
25,2,977,1,2,1,4,1992,4,1,57,3,1,2,3,0,7298,6,1,19,3,3,1,7,2,2,2,2,2,0,2777.33
47,2,1180,1,25,3,3,1993,1,1,84,3,3,0,3,2,13084,2,0,23,4,2,0,25,3,3,17,14,11,0,4782.67
33,0,1313,1,1,2,3,1994,2,1,59,2,1,2,3,0,20439,1,0,12,3,3,3,1,2,2,1,1,0,0,7270.33
38,2,1321,2,1,4,1,1995,4,1,86,3,2,7,2,1,7636,0,0,15,3,1,2,16,3,3,15,13,8,0,3014.33
31,2,1154,2,2,2,1,1996,1,1,54,3,1,8,3,1,6393,0,0,19,3,3,1,3,1,3,2,2,2,0,2533.67
38,1,508,1,6,4,1,1997,1,1,72,2,2,4,3,1,14284,2,0,11,3,4,1,10,1,3,8,3,7,0,4954.67
42,2,557,1,18,4,1,1998,4,1,35,3,2,6,1,0,11189,6,1,17,3,3,1,9,3,2,4,3,2,0,3927.0
41,2,642,1,1,3,1,1999,4,1,76,3,1,6,4,1,21412,3,0,22,4,1,1,12,3,3,5,3,0,0,7376.67
47,0,1162,1,1,1,3,2000,3,0,98,3,3,5,2,1,17231,0,0,18,3,1,2,14,3,1,13,8,12,0,6163.67
35,2,1490,1,11,4,3,2003,4,1,43,3,1,2,3,1,20232,7,1,11,3,3,1,5,3,3,2,2,2,0,7255.0
22,2,581,1,1,2,1,2007,4,1,63,3,1,6,3,2,17624,0,0,12,3,4,0,4,2,4,3,2,2,0,6089.33
35,2,1395,1,9,4,3,2008,2,1,48,3,2,6,3,2,18698,1,0,19,3,2,0,10,5,3,10,7,8,0,6713.67
33,2,501,1,15,2,3,2009,2,0,95,3,2,0,4,1,21653,0,1,13,3,1,1,10,6,3,9,7,1,0,7416.33
32,2,267,1,29,4,1,2010,3,0,49,2,1,2,2,2,15919,1,0,13,3,3,0,6,3,3,6,2,1,0,5411.67
40,2,543,1,1,4,1,2012,1,1,83,3,1,2,4,1,4060,8,0,19,3,3,2,8,3,2,1,0,0,0,1562.0
32,2,234,2,1,4,3,2013,2,1,68,2,1,8,2,1,18024,0,0,14,3,2,1,3,2,3,2,2,2,0,6108.67
39,2,116,1,24,1,1,2014,1,1,52,3,2,6,4,2,5340,7,0,13,3,1,0,18,2,3,7,7,7,0,1836.0
38,2,201,1,10,3,3,2015,2,0,99,1,3,5,3,1,3376,3,0,12,3,1,1,20,3,3,18,16,11,0,1225.33
32,2,801,2,1,4,2,2016,3,0,48,3,3,7,4,1,24032,1,0,19,3,3,2,14,3,3,14,10,7,0,8293.67
37,2,161,1,10,3,1,2017,3,0,42,4,3,5,4,1,15471,1,1,25,4,1,1,16,2,3,16,11,8,0,5224.67
25,2,1382,2,8,2,4,2018,1,0,85,3,2,7,3,0,13684,0,1,22,4,2,1,6,3,2,5,3,4,0,5050.33
52,0,585,2,29,4,1,2019,1,1,40,3,1,8,4,0,19788,2,0,15,3,2,2,16,3,2,9,8,0,0,6804.33
44,2,1037,1,1,3,3,2020,2,1,42,3,1,6,4,2,13422,6,1,12,3,3,0,6,2,3,4,3,2,0,4833.67
21,2,501,2,5,1,3,2021,3,1,58,3,1,8,1,2,25479,1,1,11,3,4,0,2,6,3,2,2,2,0,8679.33
39,0,105,1,9,3,1,2022,4,1,87,3,5,3,4,2,15302,2,0,13,3,3,0,21,3,2,6,0,3,0,5164.67
