age,daily_rate,distance_from_home,education,employee_number,environment_satisfaction,hourly_rate,job_involvement,job_level,job_satisfaction,monthly_rate,num_companies_worked,percent_salary_hike,performance_rating,relationship_satisfaction,stock_option_level,total_working_years,training_times_last_year,work_life_balance,years_at_company,years_in_current_role,years_with_curr_manager,rate_avg,business_travel_non-_travel,business_travel_travel_frequently,business_travel_travel_rarely,department_human_resources,department_research&_development,department_sales,education_field_human_resources,education_field_life_sciences,education_field_marketing,education_field_medical,education_field_other,education_field_technical_degree,gender_female,gender_male,job_role_healthcare_representative,job_role_human_resources,job_role_laboratory_technician,job_role_manager,job_role_manufacturing_director,job_role_research_director,job_role_research_scientist,job_role_sales_executive,job_role_sales_representative,marital_status_divorced,marital_status_married,marital_status_single,over_time_no,over_time_yes,attrition
22,217,8,1,1019,2,94,1,1,1,6881,1,15,3,1,1,4,3,2,4,3,1,2397.333333,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
48,277,6,3,1022,1,97,2,2,3,13119,2,13,3,4,0,19,0,3,2,2,2,4497.666667,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
48,1355,4,4,1024,3,78,2,3,3,22245,7,14,3,2,0,27,3,3,15,11,8,7892.666667,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
41,549,7,2,1025,4,42,3,2,3,23371,6,14,3,2,0,8,6,3,2,2,1,7987.333333,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
39,466,1,1,1026,4,65,2,4,4,7060,1,16,3,3,1,21,3,3,21,6,8,2530.333333,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
27,1055,2,4,1027,1,47,3,2,4,4658,0,18,3,2,1,4,2,3,3,2,2,1920,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
35,802,10,3,1028,2,45,3,1,4,9541,1,20,4,1,1,3,4,2,3,2,2,3462.666667,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
42,265,5,2,1029,4,90,3,5,3,7770,6,13,3,2,0,21,3,4,1,0,0,2708.333333,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
50,804,9,3,1030,1,64,3,1,4,20165,4,18,3,2,0,8,5,3,1,0,0,7011,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
59,715,2,3,1032,3,69,2,4,4,21829,3,13,3,1,0,30,4,3,5,3,3,7537.666667,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
37,1141,11,2,1033,1,61,1,2,2,14382,5,15,3,1,0,15,2,1,1,0,0,5194.666667,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1
55,135,18,4,1034,3,62,3,2,2,12992,3,14,3,4,2,17,3,3,8,7,7,4396.333333,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0
41,247,7,1,1035,2,55,1,5,3,20284,1,22,4,2,2,21,3,3,21,16,10,6862,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
38,1035,3,4,1036,2,42,3,2,4,4981,8,12,3,3,0,19,1,3,1,0,0,2019.333333,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
26,265,29,2,1037,2,79,1,2,1,21813,8,18,3,4,0,7,6,3,2,2,2,7385.666667,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
52,266,2,1,1038,1,57,1,5,4,25846,1,15,3,4,1,33,3,3,32,14,9,8723,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1
44,1448,28,3,1039,4,53,4,4,4,11737,3,18,3,3,1,23,2,3,12,11,11,4412.666667,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0
50,145,1,3,1040,4,95,3,2,3,24920,0,12,3,1,1,19,3,3,18,7,13,8386.666667,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
36,885,16,4,1042,3,43,4,1,1,8269,1,16,3,3,0,18,1,3,17,13,14,3065.666667,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
39,945,22,3,1043,4,82,3,3,1,5083,1,13,3,3,0,21,2,3,21,6,8,2036.666667,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
33,1038,8,1,1044,2,88,2,1,4,21437,0,19,3,4,0,3,2,2,2,2,2,7521,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
45,1234,11,2,1045,4,90,3,4,4,5404,3,13,3,2,1,26,4,4,9,3,1,2242.666667,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
32,1109,29,4,1046,4,69,3,1,3,11135,9,12,3,2,0,10,2,3,8,7,7,4104.333333,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
34,216,1,4,1047,2,75,4,2,4,12278,0,11,3,4,1,16,2,2,15,1,9,4189.666667,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
59,1089,1,2,1048,2,66,3,3,4,11038,3,14,3,3,1,14,1,1,6,4,4,4064.333333,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
45,788,24,4,1049,2,36,3,1,2,8318,1,16,3,1,0,6,3,3,6,3,4,3047.333333,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
53,124,2,3,1050,3,38,2,3,2,23537,2,12,3,1,1,30,2,3,15,7,12,7899.666667,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
36,660,15,3,1052,1,81,3,2,3,7858,7,14,3,2,1,9,3,2,1,0,0,2866.333333,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
26,342,2,3,1053,1,57,3,1,1,15346,6,14,3,2,1,6,2,3,3,2,2,5248.333333,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
34,1333,10,4,1055,3,87,3,1,3,18410,1,19,3,4,1,1,2,3,1,1,0,6610,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0
28,1144,10,1,1056,4,74,3,1,2,23384,1,22,4,2,0,1,5,3,1,0,0,8200.666667,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
38,1186,3,4,1060,3,44,3,1,3,2997,3,16,3,1,1,8,2,3,2,2,2,1409,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
50,1464,2,4,1061,2,62,3,5,3,12853,2,11,3,4,1,29,2,2,8,1,7,4793,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
37,124,3,3,1062,4,35,3,2,2,13848,3,15,3,1,0,8,3,2,4,3,1,4669,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
40,300,26,3,1066,3,74,3,2,1,22217,1,14,3,2,1,8,3,2,7,7,5,7530.333333,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
26,921,1,1,1068,1,66,2,1,3,25265,1,13,3,3,2,5,5,3,5,3,3,8750.666667,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
46,430,1,4,1069,4,40,3,5,4,21445,9,17,3,4,2,23,0,3,2,2,2,7305,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0
54,1082,2,4,1070,3,41,2,3,3,8392,6,11,3,2,1,13,4,3,9,4,0,3171.666667,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
56,1240,9,3,1071,1,63,3,1,3,12154,2,19,3,2,1,18,4,3,5,4,3,4485.666667,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
36,796,12,5,1073,4,51,2,3,4,15669,0,11,3,2,0,15,2,2,14,8,8,5505.333333,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
55,444,2,1,1074,3,40,2,4,1,17323,7,15,3,2,0,31,3,4,9,7,2,5935.666667,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
43,415,25,3,1076,3,79,2,3,4,5268,5,13,3,3,1,18,5,3,1,0,0,1920.666667,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
20,769,9,3,1077,4,54,3,1,4,17205,1,14,3,2,0,2,3,3,2,2,2,6009.333333,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
21,1334,10,3,1079,3,36,2,1,1,17258,1,13,3,1,0,1,6,2,1,0,0,6209.333333,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
46,1003,8,4,1080,4,74,2,2,1,21029,8,23,4,1,3,19,2,3,16,13,7,7368.666667,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
51,1323,4,4,1081,1,34,3,1,3,10332,9,12,3,3,3,18,2,4,10,0,7,3896.333333,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1
28,1366,24,2,1082,2,72,2,3,1,12355,1,12,3,1,0,10,2,2,10,7,9,4597.666667,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1
26,192,1,2,1083,1,59,2,1,1,11141,1,16,3,1,2,6,2,3,5,3,3,3797.333333,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
30,1176,20,3,1084,3,85,3,2,1,9096,0,15,3,3,1,7,1,2,6,2,2,3452.333333,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
41,509,7,2,1085,2,43,4,1,3,18863,1,13,3,3,0,10,3,3,10,6,8,6471.666667,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
38,330,17,1,1088,3,65,2,3,3,24608,0,18,3,1,1,20,4,2,19,9,9,8334.333333,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
40,1492,20,4,1092,1,61,3,3,4,26542,4,20,4,4,1,14,6,3,11,10,1,9365,0,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
27,1277,8,5,1094,1,87,1,1,3,5869,1,19,3,4,3,3,4,3,3,2,2,2411,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
55,1091,2,1,1096,4,65,3,3,2,15813,3,18,3,2,1,23,4,3,3,2,2,5656.333333,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
28,857,10,3,1097,3,59,3,2,3,7909,3,13,3,4,0,10,4,4,8,7,7,2941.666667,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
44,1376,1,2,1098,2,91,2,3,1,2326,9,14,3,4,1,24,1,3,20,6,6,1264.333333,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
33,654,5,3,1099,4,34,2,3,4,21214,4,15,3,3,1,9,2,3,3,2,2,7300.666667,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
35,1204,4,3,1100,4,86,3,3,1,10333,0,22,4,1,0,9,2,3,8,7,7,3874.333333,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
33,827,29,4,1101,1,54,2,2,3,3129,1,22,4,2,0,14,4,3,13,7,8,1336.666667,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1
28,895,15,2,1102,1,50,3,1,3,22482,1,16,3,4,1,4,5,2,4,2,2,7809,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
34,618,3,1,1103,1,45,3,2,4,22266,0,17,3,3,0,7,1,2,6,2,4,7643,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
37,309,10,4,1105,4,88,2,2,4,24223,2,14,3,3,3,8,5,3,1,0,0,8206.666667,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
25,1219,4,1,1106,4,32,3,1,4,4605,1,15,3,2,1,7,3,4,7,7,6,1952,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
26,1330,21,3,1107,1,37,3,1,3,19373,1,20,4,3,1,1,0,2,1,1,0,6913.333333,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
33,1017,25,3,1108,1,55,2,1,2,2993,4,20,4,2,0,5,0,3,2,2,2,1355,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
42,469,2,2,1109,4,35,3,4,1,14399,0,17,3,4,1,23,3,3,22,6,7,4967.666667,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
28,1009,1,3,1111,1,45,2,1,2,7160,1,15,3,1,2,1,2,3,1,0,0,2738,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
50,959,1,4,1113,4,81,3,2,3,17251,3,14,3,4,0,5,4,3,0,0,0,6097,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
33,970,7,3,1114,4,30,3,2,2,13401,0,17,3,3,1,4,3,3,3,2,2,4800.333333,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
34,697,3,4,1115,3,40,2,1,4,22478,3,17,3,4,3,6,2,3,0,0,0,7738.333333,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
48,1262,1,4,1116,1,35,4,4,4,16154,2,22,4,3,0,27,3,2,5,4,1,5817,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
45,1050,9,4,1117,2,65,2,2,3,17970,1,13,3,4,1,15,2,3,15,10,12,6361.666667,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
52,994,7,4,1118,2,87,3,3,2,15322,7,19,3,4,0,18,4,3,8,6,0,5467.666667,0,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
38,770,10,4,1119,3,73,2,3,3,5569,0,14,3,2,2,9,2,3,8,7,7,2137.333333,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0
29,1107,28,4,1120,3,93,3,1,4,26968,4,22,4,1,1,11,1,3,7,5,7,9389.333333,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
28,950,3,3,1121,4,93,3,3,2,8039,0,17,3,2,3,10,3,2,9,7,7,3027.333333,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
46,406,3,1,1124,1,52,3,4,3,15596,3,12,3,4,1,23,3,3,12,9,9,5351.333333,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
38,130,2,2,1125,4,32,3,3,2,20619,7,16,3,3,0,10,2,3,1,0,0,6927,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
43,1082,27,3,1126,3,83,3,3,1,11535,8,11,3,3,1,18,1,3,8,7,1,4233.333333,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
39,203,2,3,1127,1,84,3,4,4,13547,7,11,3,4,3,21,4,3,18,7,5,4611.333333,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1
40,1308,14,3,1128,3,44,2,5,3,17544,1,14,3,1,0,21,2,4,20,7,9,6298.666667,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
21,984,1,1,1131,4,70,2,1,2,25326,1,11,3,3,0,2,6,4,2,2,2,8793.333333,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
39,439,9,3,1132,3,70,3,2,2,8770,9,15,3,3,0,9,2,2,5,4,3,3093,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
36,217,18,4,1133,1,78,3,2,4,23238,2,20,4,1,0,18,0,3,11,9,9,7844.333333,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
31,793,20,3,1135,3,67,4,1,4,21981,0,12,3,1,1,3,4,3,2,2,2,7613.666667,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
28,1451,2,1,1136,1,67,2,1,2,19911,0,17,3,1,0,6,2,1,5,3,4,7143,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
35,1182,11,2,1137,4,54,3,2,4,18500,1,11,3,4,1,5,3,3,5,2,2,6578.666667,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
49,174,8,4,1138,4,56,2,4,2,11879,6,17,3,2,1,22,3,3,9,8,3,4036.333333,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
34,1003,2,2,1140,4,95,3,2,3,15834,2,11,3,4,0,5,3,2,3,2,2,5644,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
29,490,10,3,1143,4,61,3,1,2,17940,0,14,3,4,2,8,2,2,7,5,1,6163.666667,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
42,188,29,3,1148,2,56,1,2,4,9558,4,19,3,1,0,16,3,3,1,0,0,3267.333333,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
29,718,8,1,1150,2,79,2,2,4,17689,1,15,3,3,1,10,2,2,10,7,2,6162,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
38,433,1,3,1152,3,37,4,1,3,6004,1,13,3,4,1,7,2,4,7,6,0,2158,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0
28,773,6,3,1154,3,39,2,1,3,22088,1,14,3,4,1,3,2,3,3,1,2,7633.333333,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
18,247,8,1,1156,3,80,3,1,3,13556,1,12,3,4,0,0,0,3,0,0,0,4627.666667,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1
33,603,9,4,1157,1,77,3,2,1,18385,0,17,3,1,0,6,3,3,5,2,3,6355,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
41,167,12,4,1158,2,46,3,1,4,9051,3,11,3,1,1,6,4,3,1,0,0,3088,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
31,874,15,3,1160,3,72,3,1,3,6233,1,12,3,3,1,2,5,2,2,2,2,2393,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1
37,367,25,2,1161,3,52,2,2,4,17171,7,13,3,3,2,9,2,3,6,2,3,5863.333333,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0
27,199,6,3,1162,4,55,2,1,3,7950,1,13,3,3,1,4,0,3,4,2,2,2734.666667,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
34,1400,9,1,1163,2,70,3,2,3,5829,1,20,4,1,0,6,3,2,6,5,3,2433,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
35,528,8,4,1164,3,100,3,1,3,7108,1,17,3,2,0,6,2,1,5,4,4,2578.666667,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0
29,408,23,1,1165,4,45,2,3,1,11162,1,13,3,1,1,11,3,1,11,8,10,3871.666667,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
40,593,9,4,1166,2,88,3,3,3,13782,9,17,3,3,0,20,3,2,18,7,13,4821,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
42,481,12,3,1167,3,44,3,4,1,2447,0,12,3,2,0,22,2,2,21,9,14,990.6666667,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1
42,647,4,4,1171,2,45,3,2,1,2253,7,13,3,4,0,9,3,4,6,4,5,981.6666667,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0
35,982,1,4,1172,4,58,2,1,3,16340,6,12,3,2,1,10,2,3,8,0,7,5793.333333,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
24,477,24,3,1173,4,49,3,1,2,6409,8,22,4,4,0,6,2,3,4,3,2,2311.666667,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
28,1485,12,1,1175,3,79,3,1,4,22955,1,11,3,4,0,1,4,2,1,1,0,8173,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
26,1384,3,4,1177,1,82,4,1,4,13421,1,22,4,2,1,8,2,3,8,7,7,4962.333333,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
30,852,10,3,1179,3,72,2,2,3,2706,1,18,3,1,1,10,3,3,10,3,4,1210,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
40,902,26,2,1180,3,92,2,2,4,21203,3,13,3,4,1,16,3,1,1,1,0,7399,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
35,819,2,3,1182,3,44,2,3,2,19588,2,18,3,2,1,15,2,4,7,7,4,6817,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
34,669,1,3,1184,4,97,2,2,1,25755,0,20,4,3,0,14,3,3,13,9,9,8840.333333,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
35,636,4,4,1185,4,47,2,1,4,26537,1,13,3,2,1,2,2,4,2,2,2,9073.333333,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
43,1372,9,3,1188,1,85,1,2,3,9489,8,13,3,2,0,7,2,2,4,3,3,3648.666667,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1
32,862,2,1,1190,3,76,3,1,1,14947,1,12,3,3,3,1,3,3,1,0,0,5295,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0
56,718,4,4,1191,4,92,3,5,1,18575,4,13,3,4,1,28,2,3,5,2,2,6461.666667,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
29,1401,6,1,1192,2,54,3,1,4,26342,1,13,3,1,1,10,5,3,10,8,8,9265.666667,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
19,645,9,2,1193,3,54,3,1,1,7172,1,25,4,3,0,1,4,3,1,1,0,2623.666667,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0
45,1457,7,3,1195,1,83,3,1,3,20100,4,19,3,3,1,7,2,2,3,2,2,7213.333333,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
37,977,1,3,1196,4,56,2,2,4,9961,1,13,3,2,1,14,2,2,14,8,11,3664.666667,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
20,805,3,3,1198,1,87,2,1,3,12828,1,12,3,1,0,2,2,2,2,2,2,4573.333333,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
44,1097,10,4,1200,3,96,3,1,3,10826,1,11,3,3,0,6,4,3,6,4,2,4006.333333,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1
